model,quantile,region,scenario,unit,variable,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
IMAGE,0.975,World,ssp126,K,Surface Air Temperature Change,0.415588348,0.41203849,0.408177926,0.406687193,0.406584018,0.407990893,0.409408681,0.412174921,0.423712308,0.431287803,0.434662179,0.4204473,0.41192318,0.368753626,0.313719513,0.294406353,0.317604557,0.351732297,0.362335655,0.38294776,0.400559936,0.415790686,0.418407245,0.442348199,0.466670817,0.474766464,0.46176251,0.490524756,0.525258654,0.558587575,0.584254333,0.606460942,0.601025793,0.577079284,0.543309568,0.577982339,0.61651832,0.639671856,0.674635743,0.71941341,0.752390399,0.736500923,0.674936985,0.571745478,0.602856751,0.685364451,0.750130954,0.77338081,0.811290284,0.865455722,0.910163594,0.942936633,0.960816389,0.977765271,0.993543313,1.006339963,1.019790945,1.035420112,1.062306294,1.088309582,1.106125795,1.136925898,1.159558733,1.191867373,1.215970438,1.239000633,1.26301898,1.289003003,1.31646603,1.345203538,1.374448753,1.405968943,1.439271905,1.472067243,1.503153845,1.53108289,1.557559085,1.582943955,1.608745888,1.634261015,1.658667995,1.680929045,1.70329666,1.727414468,1.753876148,1.778864585,1.80328064,1.824656768,1.84485249,1.862493575,1.87764648,1.89093841,1.904115918,1.917883235,1.93264184,1.949874628,1.967791115,1.986001028,2.002336413,2.015020558,2.023729588,2.030818075,2.037358475,2.043716208,2.051068543,2.060415975,2.071407293,2.081178918,2.090020873,2.098294273,2.10386797,2.107409405,2.110003323,2.11272609,2.115757155,2.11951046,2.125507028,2.132787508,2.139678035,2.144452425,2.146895725,2.14732993,2.147265305,2.147127463,2.14642055,2.145679635,2.144846715,2.14469,2.14590307,2.14804949,2.149997793,2.150478855,2.14979621,2.147336915,2.144236765,2.139611475,2.134541783,2.130208953,2.126559323,2.12446187,2.124465755,2.12529827,2.127071188,2.126517745,2.123163715,2.11857659,2.113160173,2.108299665,2.103984025,2.101264855,2.09954602
MESSAGE-GLOBIOM,0.975,World,ssp245,K,Surface Air Temperature Change,0.420112493,0.416424637,0.412624523,0.41128226,0.41134435,0.41283698,0.414476511,0.417699931,0.429336504,0.436932741,0.440363476,0.426813098,0.4184237,0.375659935,0.320610451,0.301508564,0.325053947,0.359740209,0.370566328,0.391397216,0.4094989,0.42487569,0.428107897,0.452190302,0.47680772,0.484957544,0.472119423,0.501156321,0.536029498,0.569424637,0.595491572,0.617878505,0.613155429,0.589107408,0.555375638,0.590248646,0.629036159,0.652733294,0.687972014,0.732764661,0.765891401,0.751383866,0.689938847,0.587036013,0.619361624,0.702486938,0.767307524,0.792115852,0.830735874,0.884870521,0.929424595,0.962033472,0.980330445,0.997608154,1.013755442,1.026976208,1.040523484,1.056427237,1.082985028,1.109061528,1.127251408,1.157938635,1.18075831,1.213402098,1.237815375,1.26110438,1.284051403,1.308824798,1.33530236,1.363290425,1.39114433,1.420024135,1.450540918,1.480691213,1.509294148,1.534825638,1.55902091,1.582275765,1.60611158,1.629829775,1.65446176,1.680348725,1.70757286,1.737261855,1.770017433,1.802008523,1.834098443,1.863784335,1.892893895,1.92003054,1.945710665,1.970851093,1.996809405,2.024018653,2.052758748,2.084459588,2.117298493,2.150838403,2.18286924,2.211542068,2.236559023,2.260396333,2.283797163,2.30707869,2.331461255,2.357993878,2.386358373,2.41365932,2.440109593,2.46606716,2.48942304,2.510829213,2.531350775,2.55208732,2.57325782,2.595296168,2.619770773,2.645776883,2.671583945,2.695351945,2.716579743,2.735405583,2.753596495,2.77170404,2.78924266,2.806735983,2.824147233,2.842262755,2.86184134,2.882487393,2.903211088,2.922788845,2.9410879,2.957324488,2.972583058,2.986008783,2.998654043,3.011801113,3.02549185,3.040639093,3.05740224,3.074175353,3.091307615,3.105561203,3.116223018,3.124856055,3.132015208,3.1392259,3.14662911,3.15534288,3.165370033
REMIND-MAGPIE,0.975,World,ssp534-over,K,Surface Air Temperature Change,0.41625862,0.41243884,0.40856151,0.4071798,0.40717655,0.4085346,0.40994393,0.41300322,0.42456918,0.43204382,0.43529721,0.42170218,0.41319566,0.37023352,0.31496483,0.29572178,0.31924267,0.35399463,0.36481518,0.38567342,0.40379822,0.41910079,0.42230115,0.44632316,0.47098701,0.47913164,0.4661385,0.49515082,0.52993997,0.56325485,0.58941946,0.61192852,0.60732537,0.58323172,0.54933193,0.58414876,0.62295965,0.6466017,0.68176881,0.72657312,0.75965803,0.7451946,0.68382838,0.58081232,0.6132477,0.69654319,0.76151476,0.78664514,0.82538251,0.87993017,0.92485097,0.9576541,0.97603061,0.9933107,1.009578,1.0229117,1.0364255,1.0523995,1.0788716,1.1050705,1.1233192,1.1540165,1.176818,1.2096857,1.2341841,1.2574765,1.2815319,1.3087837,1.3387431,1.3709731,1.4038486,1.4387284,1.4755669,1.5125153,1.5485996,1.5824407,1.6157932,1.6490411,1.6836995,1.7190642,1.7548026,1.7903412,1.8272165,1.8671015,1.9107546,1.9543995,1.9989042,2.0417812,2.0848509,2.1267309,2.1693541,2.2148875,2.2615134,2.3084293,2.3556189,2.4043474,2.4526797,2.5000397,2.5441186,2.5829259,2.6151366,2.6423897,2.666572,2.6884937,2.7095378,2.7308993,2.7523526,2.7709863,2.78694,2.8005915,2.8095347,2.8141714,2.8162855,2.8175081,2.8183328,2.8193376,2.8221788,2.825999,2.8290573,2.8294914,2.8264084,2.8196791,2.8118052,2.8037346,2.7951294,2.7865905,2.7781169,2.7705097,2.7645172,2.7597239,2.7548648,2.7484769,2.7409679,2.7317306,2.72188,2.7105574,2.6988365,2.6879589,2.677931,2.6696451,2.6634043,2.6577424,2.6528967,2.6455931,2.6352541,2.6234619,2.6106866,2.5983658,2.5865296,2.5762314,2.5678748
REMIND-MAGPIE,0.975,World,ssp585,K,Surface Air Temperature Change,0.413462111,0.409630416,0.405744276,0.40435249,0.404336548,0.405679311,0.407071305,0.410109155,0.421637071,0.429067396,0.432284061,0.418686421,0.410189575,0.367293042,0.312162905,0.293043597,0.316599016,0.351298771,0.362080454,0.382881034,0.400935735,0.416165765,0.419315675,0.443261584,0.467821447,0.475880731,0.462862771,0.491795593,0.526457445,0.559624166,0.585640231,0.608009385,0.603311228,0.579207871,0.545364249,0.580120443,0.618796832,0.642303562,0.677315589,0.721929524,0.7548187,0.740239713,0.678912051,0.576133688,0.608614713,0.691745302,0.756483249,0.781416569,0.819959659,0.874269906,0.918937842,0.951505024,0.969681158,0.986786978,1.002891281,1.01607327,1.029448685,1.045280558,1.071594708,1.097618978,1.115697533,1.146213655,1.16883232,1.20150223,1.22580029,1.248901453,1.272759673,1.299802958,1.3295395,1.361531143,1.39415722,1.42877664,1.465341598,1.50200631,1.53780191,1.57135516,1.604420738,1.63738055,1.671745595,1.706809615,1.74224106,1.77746812,1.81402571,1.853580108,1.896883183,1.940163073,1.98429274,2.02678965,2.06947652,2.110971423,2.151898328,2.193352093,2.236406568,2.281523263,2.329061655,2.38050582,2.434077953,2.489307245,2.543952155,2.596074678,2.64485445,2.69237447,2.740040948,2.78835484,2.838578538,2.89185263,2.947942285,3.00391867,3.059845783,3.116061,3.170905498,3.225278555,3.279761423,3.335370695,3.392426853,3.451473855,3.514236988,3.58001783,3.647087355,3.71339743,3.778524433,3.841430218,3.901769933,3.961250198,4.020058165,4.0790469,4.13844917,4.199217603,4.262249765,4.327307323,4.393496245,4.458158833,4.519541408,4.57745032,4.633419415,4.686937608,4.739276248,4.79193833,4.845097783,4.899770795,4.956617445,5.014225298,5.072380628,5.127550743,5.17880638,5.227710605,5.274917535,5.32209676,5.369489958,5.418269633,5.467318223
AIM/CGE,0.995,World,ssp370,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.6947982,405.5396985,408.4865692,411.526841,414.659014,417.8824131,421.1556942,424.4836315,427.87066,431.3214846,434.8400494,438.4265505,442.0804957,445.8004546,449.5866159,453.4388776,457.3283189,461.2582089,465.2296655,469.2444163,473.3079196,477.4238315,481.5965492,485.8270876,490.1168046,494.4659979,498.8584172,503.2936116,507.7709911,512.2911053,516.8545259,521.4640047,526.1231209,530.8344294,535.5930559,540.4009481,545.2472045,550.1308831,555.0513939,560.0078181,564.9995423,570.0281604,575.0986576,580.2145594,585.3780399,590.5921627,595.8558024,601.1682714,606.5280719,611.9343751,617.387298,622.8864224,628.4335343,634.0327251,639.6888663,645.4048788,651.1811539,657.0166324,662.9098578,668.8600702,674.8665896,680.9293445,687.0480958,693.2229442,699.4549399,705.7487779,712.1181592,718.5700819,725.1010982,731.717368,738.4160514,745.1981191,752.0585982,758.9975885,766.0066376,773.0927582,780.2613116,787.5102545,794.8585375,802.2930258,809.7981023,817.4085267,825.1135622,832.9026087,840.7759409
AIM/CGE,0.995,World,ssp370-lowNTCF-aerchemmip,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.6743014,405.4998104,408.4273286,411.4494161,414.5649927,417.7735736,421.0338229,424.3510652,427.7300857,431.175868,434.6925467,438.2805076,441.9394474,445.6681045,449.4668775,453.3358343,457.2463641,461.2018747,465.2037431,469.2537807,473.3578619,477.5198432,481.7447244,486.0335539,490.387889,494.8079583,499.2775294,503.796415,508.3644378,512.9828913,517.6530355,522.3783518,527.1629824,532.0118504,536.9234991,541.8960994,546.9207366,551.9954146,557.1175162,562.2845738,567.4951221,572.7497684,578.0524187,583.4058935,588.8121058,594.2737359,599.7892115,605.3579255,610.9783731,616.6496822,622.3716016,628.1434603,633.9675929,639.8474453,645.7880198,651.7924627,657.8611677,663.9924886,670.1862193,676.4410077,682.7563003,689.1321624,695.5698344,702.0683097,708.6299306,715.2535998,721.9570385,728.739048,735.6011492,742.5420092,749.5627752,756.6591413,763.8314015,771.0732787,778.3896259,785.7780384,793.2535389,800.8280172,808.4469874,816.1821905,824.0073976,831.9205647,839.9185336,847.9971627,856.1540565
AIM/CGE,0.995,World,ssp370-lowNTCF-gidden,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.6743015,405.5007004,408.4298986,411.4543661,414.5729927,417.7852033,421.0504429,424.3737358,427.7596469,431.2127108,434.7363918,438.3302155,441.9928504,445.7219368,449.5167344,453.3760634,457.2734332,461.2107144,465.1879568,469.2060295,473.2697421,477.3824101,481.5482516,485.7679533,490.042754,494.372672,498.7390465,503.1418474,507.5808159,512.0569623,516.5714346,521.1275633,525.729333,530.371945,535.0583696,539.7922236,544.5711404,549.3926373,554.2543245,559.1537533,564.0895547,569.0624796,574.0765689,579.1349505,584.2395897,589.3932647,594.5944227,599.8426201,605.1366257,610.4757701,615.8600642,621.2885939,626.7628607,632.2872959,637.867227,643.5060241,649.2048427,654.9621464,660.7760492,666.6457608,672.5706139,678.550569,684.5854993,690.6753494,696.8219088,703.028393,709.3012822,715.6431147,722.0566352,728.5423405,735.1009733,741.7315353,748.4322472,755.2016943,762.0390146,768.9455368,775.9279905,782.9940043,790.1468158,797.3896093,804.7271169,812.1553304,819.6617781,827.2368655,834.9029052
GCAM4,0.995,World,ssp434,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.67303,405.35659,408.01663,410.65053,413.26339,415.85948,418.3866,420.85448,423.27016,425.64081,427.97176,430.26495,432.52067,434.73811,436.9173,439.05864,441.1368,443.15441,445.11158,447.0099,448.8543,450.648,452.3945,454.09483,455.74985,457.35926,458.90026,460.36829,461.76352,463.087,464.33945,465.52464,466.64638,467.70936,468.7174,469.67253,470.6117,471.52893,472.42108,473.28513,474.11881,474.92179,475.69653,476.44508,477.16807,477.86714,478.54944,479.21256,479.85357,480.47028,481.06111,481.62477,482.16176,482.67452,483.16597,483.63791,484.05374,484.41455,484.7188,484.9668,485.15839,485.29375,485.37259,485.3952,485.3627,485.27705,485.10899,484.86375,484.54401,484.15099,483.68538,483.14735,482.53581,481.85043,481.09083,480.25807,479.36464,478.41201,477.40355,476.3419,475.22633,474.05496,472.82488,471.53458,470.18261
GCAM4,0.995,World,ssp460,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.67303,405.35659,408.01663,410.65053,413.26339,415.85974,418.51974,421.23846,424.01877,426.86222,429.77062,432.74242,435.77575,438.86792,442.0181,445.22523,448.45077,451.69817,454.96799,458.2618,461.58457,464.93965,468.33083,471.75873,475.22419,478.72681,482.23122,485.73855,489.24843,492.75139,496.24816,499.74224,503.23762,506.73919,510.25129,513.77578,517.29407,520.8052,524.30799,527.80151,531.28523,534.76032,538.23071,541.69944,545.16822,548.63931,552.09484,555.5352,558.95898,562.36544,565.75428,569.1251,572.47911,575.81972,579.15102,582.47549,585.73539,588.93337,592.06848,595.14166,598.15334,601.10397,603.99353,606.82253,609.59225,612.30544,614.95915,617.55638,620.09878,622.58616,625.01796,627.39302,629.70882,631.96366,634.15603,636.28589,638.35604,640.36867,642.32753,644.23621,646.09445,647.90009,649.64923,651.33904,652.96668
IMAGE,0.995,World,ssp119,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.6280815,405.2846007,407.9305982,410.5649031,413.1925131,415.8173514,418.2202924,420.429122,422.455585,424.3132056,426.0115799,427.5570941,428.9535173,430.2030298,431.3079833,432.2735281,433.1592556,433.9588368,434.6678748,435.2834942,435.8069792,436.2390418,436.5808838,436.8322766,436.9928824,437.0617244,437.0852254,437.0567687,436.9735788,436.8335386,436.6349008,436.379267,436.0686869,435.7061993,435.2942629,434.8341057,434.3830976,433.9317305,433.4752841,433.009115,432.5271129,432.0259569,431.5077058,430.9737675,430.4243198,429.8603213,429.2889202,428.7075763,428.1138404,427.5059737,426.8828471,426.243451,425.5885157,424.9204497,424.2419306,423.5543754,422.8588425,422.1531613,421.4352528,420.7042788,419.9593795,419.2000958,418.4257781,417.6361168,416.8318115,416.0146118,415.1813552,414.3337,413.4723248,412.5965085,411.7057319,410.798845,409.8740298,408.9304473,407.9674193,406.9851064,405.9844082,404.9672237,403.9369311,402.8957271,401.8427896,400.7764684,399.6943553,398.5951718,397.4777499
IMAGE,0.995,World,ssp126,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.6287099,405.2885177,407.940244,410.5826072,413.220346,415.8576435,418.4182037,420.9134927,423.3503558,425.7361087,428.0762375,430.3730089,432.6272615,434.8387261,437.008083,439.137203,441.1893456,443.167562,445.071134,446.9014319,448.6631965,450.3594469,451.9934912,453.5661897,455.0782427,456.5295712,457.914727,459.2320628,460.4796918,461.6553978,462.7489107,463.7636449,464.7028117,465.5707387,466.3710438,467.1058452,467.787222,468.4112563,468.9753519,469.4775622,469.916441,470.2924307,470.6086231,470.8677074,471.0708424,471.2200178,471.3325329,471.405778,471.4373649,471.4254064,471.3685547,471.2657915,471.1178883,470.927505,470.6976404,470.430302,470.1043886,469.7199209,469.2752608,468.7705911,468.2057139,467.5808107,466.8955735,466.1503635,465.3463716,464.4860281,463.6049417,462.7019099,461.7771418,460.8289172,459.855987,458.8566819,457.8286143,456.7704664,455.6811499,454.5605957,453.4703641,452.4065921,451.3713772,450.3648354,449.384384,448.4266921,447.4878015,446.5647944,445.6551518
MESSAGE-GLOBIOM,0.995,World,ssp245,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.6478946,405.3464812,408.0556262,410.7724088,413.5004785,416.2438885,419.003253,421.7804471,424.5787568,427.4014788,430.2513978,433.1280024,436.0301115,438.9557259,441.9042858,444.8749623,447.842126,450.8087458,453.7759202,456.7456181,459.7231288,462.7118984,465.7158833,468.7359097,471.7728471,474.8264245,477.8758624,480.9208813,483.9607818,486.9960051,490.0268216,493.0562017,496.0874347,499.1221907,502.154887,505.1878745,508.1885122,511.1567104,514.0909918,516.990358,519.854071,522.6831526,525.4815537,528.252362,530.9970954,533.7181933,536.3950632,539.028456,541.6168738,544.1596497,546.6563862,549.1066944,551.5120757,553.8760404,556.2026967,558.4950508,560.7113109,562.852778,564.9179551,566.907356,568.821023,570.6593088,572.4219561,574.1093274,575.7226842,577.2645877,578.7117067,580.0686897,581.337915,582.5200026,583.6152242,584.6233216,585.5426581,586.3723485,587.1114373,587.7606187,588.3706036,588.9403202,589.472867,589.9701419,590.4306619,590.8515382,591.2286144,591.5589765,591.8398198
REMIND-MAGPIE,0.995,World,ssp534-over,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.64251,405.41113,408.25702,411.17559,414.16852,417.23838,420.41697,423.70217,427.09599,430.59979,434.21512,437.94012,441.77284,445.71079,449.75345,453.90048,458.17578,462.57684,467.10277,471.75262,476.52993,481.43701,486.47812,491.65349,496.96422,502.40971,507.59127,512.54336,517.27641,521.80401,526.13525,530.28086,534.24937,538.04902,541.68315,545.14738,548.2531,551.0126,553.42628,555.49829,557.23107,558.6285,559.69621,560.44107,560.86701,560.97882,560.91983,560.68039,560.25614,559.64239,558.8355,557.83411,556.63874,555.25268,553.67963,551.92411,550.15245,548.35082,546.51308,544.63371,542.70821,540.73341,538.7064,536.62557,534.49061,532.30304,530.13198,527.97334,525.82604,523.68688,521.55327,519.42211,517.28963,515.15328,513.01092,510.86169,508.73082,506.61748,504.52419,502.45208,500.39912,498.36216,496.33722,494.32139,492.31208
REMIND-MAGPIE,0.995,World,ssp585,ppm,Atmospheric Concentrations|CO2,312.821,313.014,313.342,313.73,314.095,314.415,314.698,314.992,315.345,315.807,316.625,317.299,318.044,318.65,319.333,319.816,320.88,321.48,322.389,323.251,324.783,325.4,327.349,329.909,330.756,330.827,331.545,333.353,335.01,336.605,338.705,340.059,340.644,342.266,344.008,345.459,346.903,348.775,351.276,352.894,354.073,355.353,356.229,356.925,358.254,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.6411696,405.4085493,408.2531777,411.1705046,414.1621871,417.2308079,420.4081103,423.6919589,427.0843881,430.5867432,434.2005595,437.9239925,441.7550901,445.6913405,449.732243,453.8774555,458.150967,462.5502452,467.0744073,471.7225001,476.4980441,481.4033678,486.4427007,491.6162799,496.9251939,502.3696091,507.9618321,513.6990153,519.5804417,525.6066856,531.7791303,538.1008643,544.576154,551.2098852,557.9921843,564.9261332,572.0422945,579.3367329,586.8077423,594.4524376,602.2698986,610.2632635,618.4298224,626.7767179,635.3168962,644.0325538,652.9407958,662.0210636,671.2759515,680.7327345,690.3643231,700.1740774,710.1889995,720.3930021,730.7845395,741.410576,752.1616581,763.1190601,774.2348336,785.5040598,796.9727946,808.6205499,820.3904983,832.3546197,844.5257974,856.8157006,869.1775684,881.5524756,893.9904321,906.4617355,919.0148491,931.6202616,944.2346201,956.9256432,969.6697885,982.4315289,995.2203883,1007.955324,1020.687647,1033.439114,1046.164473,1058.932239,1071.6571,1084.376401,1097.125184
AIM/CGE,0.995,World,ssp370,W / m^2,Effective Radiative Forcing,0.812743847,0.8138851,0.793701458,0.794526052,0.799117315,0.81616672,0.827722052,0.847535741,0.909844469,0.901881941,0.894879465,0.740918318,0.456010908,0.153671072,0.373137211,0.6432834,0.78003356,0.745987695,0.867709101,0.930904933,0.902891764,0.933581104,0.999138104,1.109821166,0.994990262,1.010557289,1.105507791,1.231610285,1.315406119,1.381706699,1.398458504,1.369230929,1.011334661,1.081497947,1.298399356,1.416333777,1.47810241,1.51517725,1.646895805,1.789659777,1.604712731,0.831566718,0.816974435,1.300619414,1.579593211,1.764006811,1.875838691,1.767958903,1.914750518,2.097119655,2.148777621,2.162391907,2.122301985,2.135892199,2.133706938,2.111286676,2.147797613,2.169731865,2.276327783,2.318731457,2.305621295,2.435531989,2.459690167,2.55815254,2.537589573,2.569951701,2.574924883,2.610176822,2.649120398,2.693052703,2.741549654,2.812067099,2.882341165,2.941414747,2.996479746,3.037794911,3.077863403,3.118116361,3.168835579,3.215399293,3.268153516,3.322090745,3.382590884,3.456094053,3.540318085,3.602033688,3.672018433,3.719478254,3.778004898,3.820933592,3.865271912,3.912101631,3.968129964,4.029662855,4.097639663,4.181234619,4.25707054,4.334803652,4.396135512,4.441227271,4.480009506,4.53224883,4.584086748,4.638926699,4.704065117,4.780140169,4.859402894,4.921993885,4.986968078,5.051339171,5.099567619,5.150310523,5.203449095,5.263139183,5.325119063,5.392686108,5.474876933,5.554991641,5.627554679,5.687048454,5.740131118,5.789086899,5.845965267,5.904867255,5.961447281,6.022794297,6.084228037,6.153133241,6.229683071,6.307183242,6.380516934,6.445545765,6.509491007,6.564839606,6.625508025,6.676538414,6.734280739,6.799529097,6.866678094,6.94384364,7.028792311,7.109411847,7.194091665,7.254111071,7.307028495,7.363287743,7.417724268,7.481570944,7.546030063,7.621261634,7.701044998
AIM/CGE,0.995,World,ssp370-lowNTCF-aerchemmip,W / m^2,Effective Radiative Forcing,0.794231603,0.796993199,0.775942129,0.776293813,0.780309537,0.796665523,0.806102108,0.823871025,0.887696255,0.879491905,0.871691736,0.713903495,0.429701511,0.124790628,0.345515611,0.614677519,0.750508728,0.714894854,0.836983366,0.899676653,0.869308247,0.900419034,0.962810309,1.074489331,0.959037985,0.976156248,1.06889333,1.194739444,1.278086899,1.344369803,1.360328832,1.332559782,0.971780204,1.045323941,1.261466462,1.378810786,1.440269031,1.474491987,1.606405966,1.751002564,1.565398437,0.786158454,0.77804099,1.259554782,1.534295774,1.720415688,1.835726292,1.720656026,1.867588771,2.05606444,2.109658525,2.123469616,2.079762098,2.092849323,2.08993838,2.065950134,2.103053091,2.124009663,2.234098697,2.277214282,2.261057127,2.393689229,2.416178518,2.516009803,2.493866049,2.52793379,2.543877704,2.585138,2.630297003,2.680675175,2.73720634,2.817513886,2.896004326,2.963841228,3.028035537,3.078798092,3.128600869,3.178920397,3.240028071,3.297277213,3.360990341,3.425988651,3.499067255,3.585259965,3.682258602,3.756918028,3.840011577,3.900725489,3.972627308,4.029109116,4.089090593,4.153760418,4.226778793,4.305662717,4.391374987,4.493065753,4.587335899,4.683930918,4.764594225,4.829369902,4.877257439,4.927388969,4.983833064,5.043163802,5.112653176,5.192938383,5.27627726,5.342806049,5.41158181,5.479625094,5.531364428,5.585436394,5.641696314,5.70442284,5.769358789,5.839802015,5.924792269,6.007630644,6.082849997,6.1449299,6.20041731,6.251584704,6.310671559,6.371732822,6.430431543,6.493853467,6.557324822,6.628237107,6.706853761,6.78646688,6.86214742,6.929800971,6.995901373,7.053385218,7.116208726,7.169325875,7.229051484,7.296163744,7.365111703,7.443963095,7.530133353,7.611442802,7.69682311,7.757725035,7.811119483,7.868100816,7.923409208,7.987945566,8.052950568,8.128656391,8.208396622
